ts_code,trade_date,open,high,low,close,vol,amount
002594.SZ,20210913,268.33,271.98,259.18,261.36,213491.79,5623333.361
002594.SZ,20210910,271.71,272.53,262.64,265.61,238757.36,6341377.79
002594.SZ,20210909,272.0,279.58,265.8,271.71,216256.41,5891876.583
002594.SZ,20210908,277.9,279.28,268.61,269.59,182578.06,4971116.497
002594.SZ,20210907,277.6,281.11,273.27,275.95,207633.53,5743962.165
002594.SZ,20210906,259.99,279.0,259.0,277.6,397788.81,10725519.555
002594.SZ,20210903,267.01,271.0,250.4,254.11,287964.13,7420408.93
002594.SZ,20210902,267.01,271.99,262.7,267.0,165244.43,4421950.962
002594.SZ,20210901,277.0,277.97,257.6,266.3,287674.22,7678475.358
002594.SZ,20210831,286.88,286.88,266.55,277.0,329668.34,9041075.46
002594.SZ,20210830,277.44,288.0,273.96,281.97,419092.34,11735714.83
002594.SZ,20210827,280.99,296.03,280.0,288.15,262889.3,7628216.261
002594.SZ,20210826,297.0,298.77,282.5,282.5,263681.59,7570972.707
002594.SZ,20210825,297.8,299.8,291.0,296.2,179145.38,5272706.497
002594.SZ,20210824,292.79,302.0,290.05,298.25,274399.06,8152952.115
002594.SZ,20210823,281.5,294.44,275.55,289.8,295826.87,8526532.884
002594.SZ,20210820,289.0,293.6,282.0,285.09,247173.2,7084185.439
002594.SZ,20210819,283.66,298.68,278.57,293.72,361671.79,10474777.9
002594.SZ,20210818,285.41,288.09,278.19,283.66,221723.02,6281190.851
002594.SZ,20210817,283.45,290.5,278.0,280.31,272058.4,7713091.722
002594.SZ,20210816,297.0,297.0,285.0,285.4,305067.01,8815872.752
002594.SZ,20210813,303.0,312.5,297.99,300.02,246906.46,7475335.873
002594.SZ,20210812,293.0,313.38,289.37,308.98,382778.98,11687505.016
002594.SZ,20210811,289.0,298.83,286.16,294.99,263993.95,7742097.441
002594.SZ,20210810,293.56,302.31,282.0,292.0,331035.16,9604456.927
002594.SZ,20210809,295.0,297.4,283.0,293.55,341620.79,9914944.523
002594.SZ,20210806,313.0,317.3,298.5,303.48,453626.27,13945125.845
002594.SZ,20210805,301.0,306.25,294.87,299.46,368822.91,11063466.319
002594.SZ,20210804,283.01,308.09,282.0,308.09,534306.39,16003136.931
002594.SZ,20210803,299.0,299.0,275.01,280.08,489348.53,13975748.744
002594.SZ,20210802,276.0,291.18,273.3,291.18,622259.03,17648921.236
002594.SZ,20210730,257.19,268.3,252.13,264.71,457993.99,11995907.836
002594.SZ,20210729,246.94,257.3,242.82,257.2,428851.05,10764228.893
002594.SZ,20210728,229.99,241.1,223.99,236.5,332198.63,7758094.419
002594.SZ,20210727,246.0,257.88,237.2,238.71,377707.2,9406136.905
002594.SZ,20210726,250.58,259.74,241.01,248.55,404428.24,10130659.972
002594.SZ,20210723,247.44,262.0,245.08,258.68,460562.27,11846110.496
002594.SZ,20210722,246.3,249.44,240.17,248.96,374773.27,9242619.143
002594.SZ,20210721,231.2,244.99,230.01,241.23,471511.19,11232169.397
002594.SZ,20210720,220.0,229.46,219.11,227.5,246749.66,5582671.898
002594.SZ,20210719,220.0,231.99,214.3,223.97,372187.23,8367318.503
002594.SZ,20210716,235.75,235.75,221.03,222.92,562741.48,12801309.443
002594.SZ,20210715,239.0,243.55,230.0,236.4,551898.67,13026880.866
002594.SZ,20210714,261.0,261.0,245.0,245.29,612716.86,15300069.25
002594.SZ,20210713,266.49,269.73,260.22,265.1,277313.91,7330680.655
002594.SZ,20210712,253.3,272.91,251.5,266.48,560057.08,14759940.06
002594.SZ,20210709,250.88,254.99,241.88,248.82,364946.99,9057948.774
002594.SZ,20210708,253.0,261.54,251.12,251.96,393909.95,10127585.813
002594.SZ,20210707,244.0,258.6,240.88,255.09,386386.56,9711793.849
002594.SZ,20210706,255.0,261.02,241.0,250.5,517916.7,13098186.044
002594.SZ,20210705,236.04,250.0,235.57,249.55,324901.16,7984671.152
002594.SZ,20210702,233.0,243.5,228.89,239.04,374260.13,8897622.556
002594.SZ,20210701,251.0,252.5,235.6,236.6,422602.87,10182009.938
002594.SZ,20210630,250.0,256.5,246.0,251.0,285407.31,7146112.745
002594.SZ,20210629,257.4,259.6,250.0,253.3,306257.54,7778037.778
002594.SZ,20210628,244.99,255.0,243.52,253.63,347271.98,8732379.669
002594.SZ,20210625,247.0,248.66,238.0,244.99,296502.36,7205570.873
002594.SZ,20210624,244.0,251.87,240.18,244.89,312285.04,7696250.339
002594.SZ,20210623,233.0,249.8,232.5,243.3,394500.6,9605891.907
002594.SZ,20210622,243.0,247.0,236.0,237.88,316428.08,7571777.59
002594.SZ,20210621,243.88,249.56,232.13,242.58,430526.35,10400538.802
002594.SZ,20210618,236.0,252.32,234.65,245.0,571896.01,13931101.474
002594.SZ,20210617,210.96,232.1,210.83,232.1,519977.58,11627218.257
002594.SZ,20210616,226.0,231.66,210.66,211.0,618175.9,13579272.747
002594.SZ,20210615,231.54,237.8,224.87,232.32,518100.75,12090497.119
002594.SZ,20210611,214.3,229.95,212.08,227.02,540085.11,11985830.243
002594.SZ,20210610,202.05,216.05,201.0,214.11,441000.32,9339300.343
002594.SZ,20210609,202.9,203.5,197.02,202.0,316555.82,6342951.329
002594.SZ,20210608,194.0,205.6,193.25,202.81,559238.56,11191285.973
002594.SZ,20210607,191.0,192.87,187.0,190.35,254518.02,4842637.639
002594.SZ,20210604,181.61,192.0,180.52,189.4,319848.39,6004827.146
002594.SZ,20210603,186.6,187.5,180.18,183.9,250800.57,4608194.8
002594.SZ,20210602,190.0,191.85,185.2,186.5,294349.64,5527643.767
002594.SZ,20210601,178.73,190.9,178.73,189.46,513604.12,9530431.696
002594.SZ,20210531,175.26,179.11,170.18,178.7,437553.16,7660152.24
002594.SZ,20210528,177.45,185.0,176.07,181.68,371194.87,6754993.796
002594.SZ,20210527,179.0,179.68,174.5,177.45,234026.1,4146048.38
002594.SZ,20210526,178.0,184.58,176.0,176.17,345577.99,6206769.477
002594.SZ,20210525,175.0,178.0,172.7,176.52,331522.87,5830353.651
002594.SZ,20210524,171.91,175.5,169.98,173.47,271722.87,4685927.113
002594.SZ,20210521,174.01,177.99,170.1,173.2,334965.51,5822862.674
002594.SZ,20210520,170.0,177.56,169.1,172.94,499888.48,8686052.329
002594.SZ,20210519,159.9,174.0,159.88,172.78,596490.87,10150054.899
002594.SZ,20210518,160.0,161.8,156.88,158.7,194952.12,3094498.22
002594.SZ,20210517,155.43,160.88,154.45,159.78,363002.56,5761021.601
002594.SZ,20210514,147.9,154.1,146.31,153.53,300278.66,4532481.587
002594.SZ,20210513,150.75,151.0,148.56,148.99,212696.09,3180710.318
002594.SZ,20210512,148.26,155.0,148.26,153.73,384659.14,5872804.588
002594.SZ,20210511,143.7,148.76,140.97,146.56,269639.96,3893703.682
002594.SZ,20210510,143.95,148.35,141.44,147.0,260738.75,3802268.898
002594.SZ,20210507,148.12,149.96,143.39,143.95,377980.38,5528741.179
002594.SZ,20210506,157.0,157.0,150.0,150.0,423158.08,6423783.465
002594.SZ,20210430,161.49,162.2,156.71,158.57,359899.14,5715463.804
002594.SZ,20210429,163.0,164.93,162.2,162.95,275854.04,4496785.166
002594.SZ,20210428,164.86,168.54,162.96,165.5,218411.98,3621682.455
002594.SZ,20210427,166.0,167.4,163.4,164.94,255639.21,4211994.738
002594.SZ,20210426,170.0,173.0,167.25,167.5,319514.1,5432612.153
002594.SZ,20210423,167.18,171.38,166.27,169.25,228827.99,3878511.212
002594.SZ,20210422,170.0,171.78,167.22,168.71,197508.44,3336754.764
002594.SZ,20210421,169.0,170.59,167.17,168.59,230488.88,3880491.43
002594.SZ,20210420,175.0,175.0,169.78,171.24,375677.03,6460740.489
002594.SZ,20210419,165.0,177.0,164.18,176.05,507350.5,8764759.455
002594.SZ,20210416,165.4,166.4,160.33,165.3,234599.44,3837152.368
002594.SZ,20210415,168.5,168.65,163.5,165.5,249912.13,4136742.969
002594.SZ,20210414,167.0,171.0,167.0,170.95,298473.17,5057752.083
002594.SZ,20210413,163.48,167.63,163.48,164.01,158578.94,2617908.978
002594.SZ,20210412,166.73,169.39,162.6,163.46,201268.0,3320602.667
002594.SZ,20210409,171.9,172.1,166.0,166.72,204995.77,3436476.688
002594.SZ,20210408,169.0,171.5,167.12,170.48,160043.06,2723993.028
002594.SZ,20210407,177.15,178.08,169.5,170.99,281703.5,4848030.064
002594.SZ,20210406,176.8,179.24,172.8,176.09,255909.85,4492985.632
002594.SZ,20210402,170.99,178.2,168.58,175.87,349532.0,6083577.384
002594.SZ,20210401,168.0,171.9,167.01,169.07,299957.8,5089544.668
002594.SZ,20210331,169.21,172.64,162.56,164.51,270153.03,4488285.761
002594.SZ,20210330,161.0,169.0,159.1,169.0,338930.9,5574391.479
002594.SZ,20210329,170.01,170.48,164.8,168.1,234728.64,3941708.905
002594.SZ,20210326,163.01,172.0,162.9,170.99,328530.32,5528686.167
002594.SZ,20210325,157.0,163.45,155.6,161.2,256190.64,4082120.997
002594.SZ,20210324,167.99,169.24,162.0,162.74,248269.3,4082242.404
002594.SZ,20210323,175.8,176.18,166.3,168.97,226648.97,3844462.853
002594.SZ,20210322,172.33,175.48,170.01,173.8,185682.91,3221954.915
002594.SZ,20210319,173.0,175.37,169.66,171.15,258227.22,4438615.91
002594.SZ,20210318,178.79,180.63,177.28,178.55,201064.37,3593541.02
002594.SZ,20210317,174.02,179.97,171.48,176.88,213705.28,3770679.57
002594.SZ,20210316,177.58,179.1,173.37,176.47,197056.4,3474844.999
002594.SZ,20210315,178.55,181.0,172.0,174.26,295602.39,5187723.277
002594.SZ,20210312,186.17,187.99,178.9,181.68,301848.22,5517620.552
002594.SZ,20210311,176.95,185.0,174.1,182.97,367827.9,6671343.291
002594.SZ,20210310,180.0,181.88,175.78,177.19,431507.17,7706833.381
002594.SZ,20210309,172.41,178.6,162.03,170.68,599204.95,10247665.524
002594.SZ,20210308,196.37,197.33,176.73,176.73,591328.23,10922889.31
002594.SZ,20210305,187.37,199.51,186.18,196.37,325319.09,6313240.677
002594.SZ,20210304,205.0,205.1,197.3,198.5,346849.91,6955695.359
002594.SZ,20210303,205.0,210.3,201.97,209.75,263061.8,5431739.316
002594.SZ,20210302,214.65,215.8,205.22,211.4,387928.35,8178911.875
002594.SZ,20210301,201.0,210.99,197.5,210.9,444293.51,9087918.556
002594.SZ,20210226,196.5,204.0,194.0,197.27,503616.02,9978745.767
002594.SZ,20210225,215.77,215.85,205.8,209.25,369532.22,7788184.186
002594.SZ,20210224,225.0,228.59,203.6,208.99,676485.18,14532205.192
002594.SZ,20210223,229.59,235.02,222.9,225.0,476510.22,10877530.627
002594.SZ,20210222,256.6,256.66,239.45,239.52,427130.93,10558143.268
002594.SZ,20210219,254.9,257.66,245.73,257.35,382587.02,9607262.916
002594.SZ,20210218,268.86,268.86,255.33,258.99,472645.58,12353076.536
002594.SZ,20210210,261.0,270.66,253.0,266.95,418938.71,10995341.387
002594.SZ,20210209,253.1,259.02,247.5,257.0,374954.28,9540424.163
002594.SZ,20210208,248.99,252.98,240.01,250.2,372461.77,9210843.639
002594.SZ,20210205,262.0,268.28,247.5,249.0,480550.51,12356334.243
002594.SZ,20210204,258.0,264.89,255.34,259.9,310350.9,8061146.636
002594.SZ,20210203,268.1,273.37,260.3,263.0,384029.52,10231620.474
002594.SZ,20210202,252.0,268.0,250.5,267.5,471099.97,12220620.147
002594.SZ,20210201,245.0,250.13,239.0,246.89,263794.5,6500021.796
002594.SZ,20210129,249.0,250.43,237.5,247.0,335982.69,8182542.031
002594.SZ,20210128,245.97,252.5,242.98,244.36,326461.75,8081858.717
002594.SZ,20210127,250.2,259.44,234.5,257.0,521351.0,12813494.921
002594.SZ,20210126,257.0,262.59,250.99,254.22,394555.44,10115831.947
002594.SZ,20210125,246.5,262.95,245.0,260.0,559388.94,14213433.428
002594.SZ,20210122,235.72,243.66,231.51,242.92,423886.78,10112061.191
002594.SZ,20210121,220.0,239.6,216.81,235.52,585709.87,13384594.647
002594.SZ,20210120,219.9,226.3,218.01,222.0,381401.08,8483028.913
002594.SZ,20210119,222.06,225.2,213.56,216.2,276250.13,6035553.036
002594.SZ,20210118,220.0,224.0,216.26,221.69,263789.33,5826658.747
002594.SZ,20210115,222.0,228.92,216.5,225.2,377050.46,8420560.824
002594.SZ,20210114,232.0,235.45,222.34,223.95,445955.02,10176085.741
002594.SZ,20210113,238.0,249.88,229.69,239.3,480347.87,11590837.002
002594.SZ,20210112,231.8,239.75,220.0,236.99,433124.58,9980651.742
