trade_date,true_close,predicted_close,predicted_change,true_change,trend_signal,true_trend
20250306,0.0785858987288557,0.062763944,,,0,0
20250307,0.0655918014139962,0.06775615,0.07953939287180549,-0.16534896877228478,1,-1
20250310,0.0654294683301341,0.07118111,0.050548326609466517,-0.0024748990020490463,1,-1
20250311,0.0758636548278527,0.06879044,-0.0335857364404687,0.1594722800599779,-1,1
20250312,0.0794448405436944,0.075618625,0.09926066761602341,0.047205552170772686,1,1
20250313,0.0676646055232807,0.07102816,-0.06070548095789877,-0.1482819392649496,-1,-1
20250314,0.1070115540631451,0.06084364,-0.14338707352126268,0.5814997107509431,-1,1
20250317,0.1237184573515426,0.12699077,1.0871658894832723,0.1561224246733128,1,1
20250318,0.1178709487820978,0.14646183,0.1533265764118131,-0.04726464178929473,1,-1
20250319,0.1162845063046217,0.12837584,-0.12348603045585323,-0.013459147430881255,-1,-1
20250320,0.1241739700398197,0.1016659,-0.20806048864023005,0.06784621602580974,-1,1
20250321,0.0816912254916538,0.089058794,-0.12400525643308136,-0.3421227857540729,-1,-1
20250324,0.0608267927960243,0.076321796,-0.1430178585171499,-0.25540604355067686,-1,-1
20250325,0.0508405966049838,0.060096283,-0.21259343792171764,-0.164174301027642,-1,-1
20250326,0.0414798903580127,0.04109265,-0.3162197735257603,-0.18411873329695522,-1,-1
20250327,0.0280247496067057,0.023985393,-0.41630941299721486,-0.32437744254326023,-1,-1
20250328,0.0155688180906352,0.015658857,-0.3471502843418075,-0.4444618307344331,-1,-1
20250331,0.0123586149424306,0.010040154,-0.35881948471717956,-0.20619440278100304,-1,-1
20250401,0.0129905383221484,0.0141616305,0.4104993309863572,0.05113221689173513,1,1
20250402,0.0182565306630224,0.016255729,0.14787128501905206,0.40537137186190925,1,1
20250403,0.0308116573719295,0.021587247,0.327977785554865,0.6877060565694894,1,1
20250407,0.0922264053831083,0.042057816,0.9482714030186432,1.9932309148397125,1,1
20250408,0.1300472051637485,0.14076433,2.346924386183058,0.41008645651462483,1,1
20250409,0.1566073876729498,0.18662372,0.32578842949772857,0.20423493512035198,1,1
20250410,0.1687479449637794,0.18955556,0.015709900113447632,0.07752225148013626,1,1
20250411,0.1667088268178226,0.16184068,-0.14620979727526864,-0.012083810243700992,-1,-1
20250414,0.1092225909782957,0.12668729,-0.21720985107081842,-0.3448301864804505,-1,-1
20250415,0.071691467522481,0.08561846,-0.32417482448318224,-0.34362051952487327,-1,-1
20250416,0.0541578683786097,0.055075362,-0.3567349611287098,-0.2445702361773124,-1,-1
20250417,0.0435733989430536,0.046562947,-0.15455940171577995,-0.19543733445270828,-1,-1
20250418,0.0347358495457459,0.038757656,-0.1676288015017606,-0.2028198307150094,-1,-1
20250421,0.0321177656081698,0.0313275,-0.1917080847200873,-0.07537123668526302,-1,-1
20250422,0.029927576460198,0.02464382,-0.2133486553347698,-0.0681924507044376,-1,-1
20250423,0.0209814611323955,0.020322688,-0.17534343295803986,-0.29892548565368565,-1,-1
20250424,0.0145521569326187,0.017270003,-0.1502106906330501,-0.306427858346334,-1,-1
20250425,0.0105878023857497,0.011492963,-0.3345129702641047,-0.27242384515403956,-1,-1
20250428,0.0081539094359366,0.0071653775,-0.3765421936884335,-0.22987706618787265,-1,-1
20250429,0.0085047105172678,0.0042572594,-0.4058569279846037,0.043022440227888696,-1,1
20250430,0.013580880825942,0.008088608,0.899956577698789,0.5968657367429077,1,1
20250506,0.0160370830198819,0.020962078,1.5915556792961159,0.1808573556766728,1,1
20250507,0.0251336603910168,0.022323541,0.0649488566925474,0.5672214429430503,1,1
20250508,0.0386176011302362,0.032605395,0.4605834710541667,0.5364893345992209,1,1
20250509,0.0420206567559395,0.04747194,0.45595353161647,0.08812188033706819,1,1
20250512,0.0412906844515259,0.046476163,-0.020976117681308082,-0.01737174905793021,-1,-1
20250513,0.0434098694429176,0.04349838,-0.06407118849290544,0.051323561707473375,-1,1
20250514,0.0520053842889485,0.03690222,-0.15164150940793664,0.19800830908587932,-1,1
20250515,0.0457380119739146,0.051372588,0.39212730291023135,-0.120513912179008,1,-1
20250516,0.0452102413976199,0.048737347,-0.05129663703140665,-0.011538992481695435,-1,-1
20250519,0.0547582980279881,0.04324719,-0.1126478427313658,0.2111923390630438,-1,1
20250520,0.053514052457271,0.05581401,0.29058119151787665,-0.02272250262565034,1,-1
20250521,0.0394253548967808,0.046440348,-0.16794460745608492,-0.2632709898346702,-1,-1
20250522,0.0325172186138249,0.035644792,-0.23246070421349982,-0.1752206492761329,-1,-1
20250523,0.0315155090827438,0.022378102,-0.37219153922963,-0.030805510858029413,-1,-1
20250526,0.0236518936993877,0.020378534,-0.08935377986926685,-0.24951573406954083,-1,-1
20250527,0.0223842642586011,0.027164105,0.3329764054666543,-0.05359526204954224,1,-1
20250528,0.0198560549243364,0.024096593,-0.11292520037012084,-0.11294583127936586,-1,-1
20250529,0.0247057297803136,0.018562097,-0.2296796065734272,0.24424161166240727,-1,1
20250530,0.0316565430662276,0.020876236,0.12467012751845871,0.2813441799825988,1,1
20250603,0.0330124709889972,0.034846302,0.6691850963938137,0.04283246973407377,1,1
20250604,0.0367779336548077,0.04393744,0.2608924757639992,0.11406182430468476,1,1
20250605,0.041755589371526,0.0428533,-0.024674628289677418,0.13534353951034464,-1,1
20250606,0.0440219695402926,0.03985615,-0.0699397712661568,0.054277288451162295,-1,1
20250609,0.0538508547402518,0.03878723,-0.026819449445066847,0.22327227297186183,-1,1
20250610,0.0549348090156953,0.06081336,0.5678706625866297,0.02012882210824554,1,1
20250611,0.060583568995504,0.06418313,0.05541167269823618,0.10282660631795057,1,1
20250612,0.0797047210568666,0.06415734,-0.00040181898265185314,0.315616137814225,0,1
20250613,0.1041275287288254,0.08417614,0.31202665197777846,0.30641607357905387,1,1
20250616,0.1026439709963005,0.11178215,0.3279552851912668,-0.014247507365592632,1,-1
20250617,0.1003079550327187,0.1145367,0.024642127566879043,-0.022758433261180076,1,-1
20250618,0.1002135096838791,0.09558522,-0.16546207460141601,-0.0009415539256960053,-1,-1
20250619,0.0820144301613503,0.08062191,-0.15654418120290975,-0.18160305511639424,-1,-1
20250620,0.0646073145661201,0.06244787,-0.22542308908335218,-0.21224454722156186,-1,-1
20250623,0.0530267379898511,0.059387736,-0.04900301643594888,-0.17924559554966887,-1,-1
20250624,0.0595318105242655,0.0525106,-0.11580060906851215,0.1226753291077308,-1,1
20250625,0.0669030893544474,0.059192874,0.12725571598877183,0.12382084074492124,1,1
20250626,0.0738448963813312,0.0716847,0.21103597706710447,0.10375914018120505,1,1
20250627,0.0757784088122209,0.07542104,0.05212186142928673,0.026183426690791736,1,1
20250630,0.0780341800826164,0.07974427,0.05732127268465154,0.029767994680190618,1,1
20250701,0.0659873833027664,0.07406886,-0.07117012921429973,-0.15437846296450858,-1,-1
20250702,0.0550006417593349,0.05612517,-0.24225686746090055,-0.1664976089902159,-1,-1
20250703,0.0476596492678249,0.046906233,-0.16425673187270529,-0.1334710333677891,-1,-1
20250704,0.0409965454276684,0.039944936,-0.148408783966941,-0.13980597722641588,-1,-1
20250707,0.0363572072025274,0.040578976,0.01587285056608934,-0.11316412582436598,1,-1
20250708,0.0355108722573919,0.038079854,-0.061586620618519286,-0.02327832664431574,-1,-1
20250709,0.0365838680520171,0.030539483,-0.19801470352276043,0.03021597968216187,-1,1
20250710,0.0466404483601639,0.03422513,0.12068465599106575,0.2748911157739735,1,1
20250711,0.0666494200287165,0.051506758,0.5049397328804887,0.4290047023999554,1,1
20250714,0.0694082137962341,0.08782373,0.7050913979093774,0.04139261476437379,1,1
20250715,0.0811650104560678,0.08409546,-0.04245173827164942,0.16938624431899144,-1,1
20250716,0.0766264041404773,0.08244495,-0.01962662431479647,-0.05591826194671792,-1,-1
20250717,0.065651368887221,0.06422948,-0.22094100366365674,-0.1432278517615943,-1,-1
20250718,0.0548165474491908,0.049046166,-0.2363916693705134,-0.16503572768821875,-1,-1
20250721,0.053708025668608,0.057415947,0.17065107596789522,-0.020222393276597448,1,-1
20250722,0.0584250559085301,0.053051285,-0.07601828808989261,0.08782728803004901,-1,1
20250723,0.0751191706219244,0.06599074,0.24390464811549825,0.28573553681370023,1,1
20250724,0.0861494411947244,0.08254328,0.25083125299094977,0.14683695894774276,1,1
20250725,0.0862111690006258,0.08806665,0.06691483546570963,0.0007165200963042205,1,1
20250728,0.094912091456572,0.09255772,0.05099626248983014,0.10092569857025199,1,1
20250729,0.0837997513592497,0.091901794,-0.0070866698099305075,-0.11708034168024699,-1,-1
20250730,0.0745408404545567,0.0761897,-0.1709661293445479,-0.11048852478093926,-1,-1
20250731,,0.07618969,-1.3125133705391203e-07,,0,0
20250801,,0.054350544,-0.28664174903454787,,-1,0
20250802,,0.03905715,-0.281384377679826,,-1,0
